Country,Continent,ManualOmit,Gender,Record,Athlete,Date,Meet,Place,cleantime,ht,time,wind,ratified,speed,pos_at_max_dist
Montenegro,Europe,,M,10.55 (+0.3 m/s),Luka RakiÄ‡,13-Jun-15,,"Celje, Slovenia",10.55,FALSE,10.55,FALSE,FALSE,9.478672986,90.8056872
Montserrat,North America,,M,10.23 (+1.9 m/s),Julius Morris,7-Aug-15,NACAC Championships,"San JosÃ©, Costa Rica",10.23,FALSE,10.23,FALSE,FALSE,9.775171065,93.64613881
Morocco,Africa,,M,10.07 (+0.6 m/s),Aziz Ouhadi,27-Apr-15,Arab Championships,"Manama, Bahrain",10.07,FALSE,10.07,FALSE,FALSE,9.930486594,95.13406157
Morocco,Africa,Y,M,10.09 (+0.8 m/s),Aziz Ouhadi,28-May-11,Meeting Grand Prix IAAF de Dakar,"Dakar, Senegal",10.09,FALSE,10.09,FALSE,FALSE,9.910802775,94.94549058
Mozambique,Africa,,M,10.71,Kurt Couto,13-Apr-07,,"Windhoek, Namibia",10.71,FALSE,10.71,FALSE,FALSE,9.337068161,89.44911298
Myanmar,Asia,,M,10.64,Soe Win,7-Dec-69,Southeast Asian Peninsular Games,"Rangoon, Burma",10.64,FALSE,10.64,FALSE,FALSE,9.398496241,90.03759398
Namibia,Africa,,M,9.86 (-0.4 m/s),Frankie Fredericks,3-Jul-96,Athletissima,"Lausanne, Switzerland",9.86,FALSE,9.86,FALSE,FALSE,10.14198783,97.16024341
Nauru,Oceania,,M,11.00 (+2.0 m/s),Frederick Canon,27-Aug-98,Oceania Championships,"Nuku'alofa, Tonga",11,FALSE,11,FALSE,FALSE,9.090909091,87.09090909
Nauru,Oceania,,M,11.00 (+0.6 m/s),Jaye Jaye Capelle,3-Sep-07,Pacific Games,"Apia, Samoa",11,FALSE,11,FALSE,FALSE,9.090909091,87.09090909
Nepal,Asia,,M,10.71,Ram Krishna Chaudhari,26-Sep-99,South Asian Games,"Kathmandu, Nepal",10.71,FALSE,10.71,FALSE,FALSE,9.337068161,89.44911298
Netherlands,Europe,,M,9.91 (+0.7 m/s),Churandy Martina,5-Aug-12,Olympic Games,"London, United Kingdom",9.91,FALSE,9.91,FALSE,FALSE,10.09081736,96.67003027
Netherlands Antilles,,Y,M,9.93 (0.0 m/s),Churandy Martina,16-Aug-08,Olympic Games,"Beijing, China",9.93,FALSE,9.93,FALSE,FALSE,10.07049345,96.47532729
New Caledonia,Oceania,,M,10.70 (+1.2 m/s),Paul Zongo,18-Jul-08,,"VÃ©nissieux, France",10.7,FALSE,10.7,FALSE,FALSE,9.345794393,89.53271028
New Caledonia,Oceania,,M,10.70 (+0.4 m/s),Paul Zongo,24-Jul-09,,"Angers, France",10.7,FALSE,10.7,FALSE,FALSE,9.345794393,89.53271028
New Zealand,Oceania,,M,10.11,Augustine Nketia,22-Aug-94,Commonwealth Games,"Victoria, Canada",10.11,FALSE,10.11,FALSE,FALSE,9.891196835,94.75766568
Nicaragua,North America,,M,10.7,Roberto GuillÃ©n,7-Jun-86,,"Leningrad, Soviet Union",10.7,FALSE,10.7,FALSE,FALSE,9.345794393,89.53271028
Niger,Africa,,M,10.52,Yacouba Bello,29-May-05,,"Niamey, Niger",10.52,FALSE,10.52,FALSE,FALSE,9.505703422,91.06463878
Nigeria,Africa,,M,9.85 (+1.7 m/s),Olusoji Fasuba,12-May-06,Qatar Athletic Super Grand Prix,"Doha, Qatar",9.85,FALSE,9.85,FALSE,FALSE,10.15228426,97.25888325
Niue,Oceania,,M,10.54 (+0.9 m/s),Lagaua Patuavalu aka Isaac Tatoa,22-Mar-13,New Zealand Championships,"Auckland, New Zealand",10.54,FALSE,10.54,FALSE,FALSE,9.487666034,90.89184061
Norfolk Island,Oceania,,M,11.38,Jonathan McKee,20-Aug-86,,"Gothenburg, Sweden",11.38,FALSE,11.38,FALSE,FALSE,8.787346221,84.1827768
North Korea,Asia,,M,10.6,Yu Jong-Rim,19-May-91,,"Pyongyang, North Korea",10.6,FALSE,10.6,FALSE,FALSE,9.433962264,90.37735849
Northern Mariana Islands,Oceania,,M,10.99 (-0.2 m/s),Tyrone Omar,4-Sep-07,Pacific Games,"Apia, Samoa",10.99,FALSE,10.99,FALSE,FALSE,9.099181074,87.17015469
Norway,Europe,,M,9.95 (+1.9 m/s),Jaysuma Saidy Ndure,7-Jun-14,FlorÃ¸ Friidrettsfestival,"FlorÃ¸, Norway",9.95,FALSE,9.95,FALSE,FALSE,10.05025126,96.28140704
Norway,Europe,Y,M,9.99 (+1.0 m/s),Jaysuma Saidy Ndure,30-Jun-11,Athletissima,"Lausanne, Switzerland",9.99,FALSE,9.99,FALSE,FALSE,10.01001001,95.8958959
Oman,Asia,,M,10.05 (+1.1 m/s),Barakat Al-Harthi,9-Jun-16,"12th ""Samarsko Zname"" Meeting","Stara Zagora, Bulgaria",10.05,FALSE,10.05,FALSE,FALSE,9.950248756,95.32338308
Pakistan,Asia,,M,10.42 (0.0 m/s),Afzal Baig,12-Apr-05,Islamic Solidarity Games,"Mecca, Saudi Arabia",10.42,FALSE,10.42,FALSE,FALSE,9.596928983,91.93857965
Palau,Oceania,,M,10.52 (+1.2 m/s),Rodman Teltull,8-Jul-16,Melanesian Championships,"Suva, Fiji",10.52,FALSE,10.52,FALSE,FALSE,9.505703422,91.06463878
Palestine,Asia,,M,10.55 (-0.3 m/s),Mohammed Abukhousa,6-Jul-14,,"Strasbourg, France",10.55,FALSE,10.55,FALSE,FALSE,9.478672986,90.8056872
Panama,North America,,M,10.02 (+1.0 m/s),Alonso Edward,26-Apr-14,NTC/PURE Athletics Spring Invitational,"Clermont, United States",10.02,FALSE,10.02,FALSE,FALSE,9.98003992,95.60878244
Papua New Guinea,Oceania,,M,10.4,Peter Pulu,29-Jul-95,,"Stuttgart, Germany",10.4,FALSE,10.4,FALSE,FALSE,9.615384615,92.11538462
Paraguay,South America,,M,10.44 (+0.1 m/s),Fredy Maidana,16-May-14,South American Grand Prix,"Cochabamba, Bolivia",10.44,FALSE,10.44,FALSE,FALSE,9.578544061,91.76245211
Peru,South America,,M,10.28 (+0.4 m/s),Andy MartÃ_nez,22-Apr-16,,"Tarija, Bolivia",10.28,FALSE,10.28,FALSE,FALSE,9.727626459,93.19066148
Philippines,Asia,,M,10.25 (0.0 m/s),Eric Cray,9-Jun-15,Southeast Asian Games,"Kallang, Singapore",10.25,FALSE,10.25,FALSE,FALSE,9.756097561,93.46341463
Poland,Europe,,M,10.00 (+2.0 m/s),Marian Woronin,9-Jun-84,,"Warsaw, Poland",10,FALSE,10,FALSE,FALSE,10,95.8
Portugal,Europe,,M,9.86 (+0.6 m/s),Francis Obikwelu,22-Aug-04,Olympic Games,"Athens, Greece",9.86,FALSE,9.86,FALSE,FALSE,10.14198783,97.16024341
Puerto Rico,North America,,M,10.21 (+1.4 m/s),Miguel LÃ_pez,27-May-12,Meeting Julia Iriarte,Cochabamba Bolivia,10.21,FALSE,10.21,FALSE,FALSE,9.794319295,93.82957884
Qatar,Asia,,M,9.91 (+1.8 m/s),Femi Ogunode,4-Jun-15,Asian Championships,"Wuhan, China",9.91,FALSE,9.91,FALSE,FALSE,10.09081736,96.67003027
Qatar,Asia,,M,9.91 (+0.6 m/s),Femi Ogunode,22-Apr-16,Tom Jones Memorial,"Gainesville, United States",9.91,FALSE,9.91,FALSE,FALSE,10.09081736,96.67003027
Republic of Macedonia,Europe,,M,10.61 (+1.5 m/s),Riste Pandev,15-Jun-13,,"Pravets, Bulgaria",10.61,FALSE,10.61,FALSE,FALSE,9.425070688,90.29217719
Republic of the Congo,Africa,,M,10.28 A (+0.6 m/s),ThÃ©ophile Nkounkou,8-Sep-79,Universiade,"Mexico City, Mexico",10.28,FALSE,10.28,FALSE,FALSE,9.727626459,93.19066148
Romania,Europe,,M,10.21 (+0.2 m/s),Daniel Cojocaru,17-Jun-94,,"Bucharest, Romania",10.21,FALSE,10.21,FALSE,FALSE,9.794319295,93.82957884
Russia,Asia,,M,10.10 (+1.3 m/s),Andrey Yepishin,8-Aug-06,European Championships,"Gothenburg, Sweden",10.1,FALSE,10.1,FALSE,FALSE,9.900990099,94.85148515
Russia,Asia,,M,10.1,Nikolay Yushmanov,7-Jun-86,Brothers Znamensky Memorial,"Leningrad, Soviet Union",10.1,FALSE,10.1,FALSE,FALSE,9.900990099,94.85148515
Rwanda,Africa,,M,11.35 (-0.4 m/s),Islam Mulinda,18-Jul-07,All-Africa Games,"Algiers, Algeria",11.35,FALSE,11.35,FALSE,FALSE,8.810572687,84.40528634
Sao Tome and Principe,Africa,,M,10.61,Yazaldes Nascimento,1-Jun-07,,"Leiria, Portugal",10.61,FALSE,10.61,FALSE,FALSE,9.425070688,90.29217719
Saint Kitts and Nevis,North America,,M,9.93 (+1.9 m/s),Kim Collins,29-May-16,NRW-Gala,"Bottrop, Germany",9.93,FALSE,9.93,FALSE,FALSE,10.07049345,96.47532729
Saint Lucia,North America,,M,10.16 (+1.9 m/s),Jahvid Best,2-Apr-16,Arnie Robinson Invitational,"San Diego, United States",10.16,FALSE,10.16,FALSE,FALSE,9.842519685,94.29133858
Saint Vincent and the Grenadines,North America,,M,10.53 (-0.3 m/s),Jared Lewis,19-May-06,NJCAA Championships,"Coffeyville, United States",10.53,FALSE,10.53,FALSE,FALSE,9.496676163,90.97815764
Samoa,Oceania,,M,10.36 (-0.1 m/s),Jeremy Dodson,10-May-15,Oceania Championships,"Cairns, Australia",10.36,FALSE,10.36,FALSE,FALSE,9.652509653,92.47104247
San Marino,Europe,,M,10.60 (+0.5 m/s),Gian Nicola Berardi,3-Jun-03,Games of the Small States of Europe,"Marsa, Malta",10.6,FALSE,10.6,FALSE,FALSE,9.433962264,90.37735849
Saudi Arabia,Asia,,M,10.04 (+1.9 m/s),Abdullah Abkar Mohammed,15-Apr-16,Mt. SAC Relays,"Norwalk, United States",10.04,FALSE,10.04,FALSE,FALSE,9.960159363,95.41832669
Senegal,Africa,,M,10.17 (-0.4 m/s),Oumar Loum,27-Mar-02,,"Bamako, Mali",10.17,FALSE,10.17,FALSE,FALSE,9.832841691,94.1986234
Serbia,Europe,,M,10.34,Mladen NikoliÄ‡,7-Sep-84,Balkan Games,"Athens, Greece",10.34,FALSE,10.34,FALSE,FALSE,9.671179884,92.64990329
Serbia,Europe,,M,10.34,Marko JankoviÄ‡,13-Jun-03,SCG Cup,"Kragujevac, Serbia",10.34,FALSE,10.34,FALSE,FALSE,9.671179884,92.64990329
Seychelles,Africa,,M,10.51,Cyril Brioche,7-Aug-87,All-Africa Games,"Nairobi, Kenya",10.51,FALSE,10.51,FALSE,FALSE,9.514747859,91.15128449
Sierra Leone,Africa,,M,10.09 (+1.9 m/s),Gibrilla Pato Bangura,29-Jul-09,,"Loughborough, United Kingdom",10.09,FALSE,10.09,FALSE,FALSE,9.910802775,94.94549058
Singapore,Asia,,M,10.37 (+1.8 m/s),Umaglia Kancanangai Shyam,27-Aug-01,,"Beijing, China",10.37,FALSE,10.37,FALSE,FALSE,9.643201543,92.38187078
Singapore,Asia,,M,10.37,Umaglia Kancanangai Shyam,12-Sep-01,Southeast Asian Games,"Kuala Lumpur, Malaysia",10.37,FALSE,10.37,FALSE,FALSE,9.643201543,92.38187078
Slovakia,Europe,,M,10.21 (+1.1 m/s),Adam ZavackÃ_,18-May-13,Czech League Meet,"HodonÃ_n, Czech Republic",10.21,FALSE,10.21,FALSE,FALSE,9.794319295,93.82957884
Slovenia,Europe,,M,10.13 (+0.8 m/s),Matic Osovnikar,25-Aug-07,World Championships,"Osaka, Japan",10.13,FALSE,10.13,FALSE,FALSE,9.871668312,94.57058243
Solomon Islands,Oceania,,M,10.75,Joseph Onika,11-Jul-90,Oceania Championships,"Suva, Fiji",10.75,FALSE,10.75,FALSE,FALSE,9.302325581,89.11627907
Somalia,Africa,,M,11.36,Abdi Mohamed Abdulkadir,7-Aug-87,All-Africa Games,"Nairobi, Kenya",11.36,FALSE,11.36,FALSE,FALSE,8.802816901,84.33098592
South Africa,Africa,,M,9.89 (+1.9m/s),Akani Simbine,18-Jul-16,Gyulai IstvÃ¡n Memorial,"SzÃ©kesfehÃ©rvÃ¡r, Hungary",9.89,FALSE,9.89,FALSE,FALSE,10.11122346,96.86552073
South Korea,Asia,,M,10.16 (+1.8 m/s),Kim Kuk-young,9-Jul-15,Universiade,"Gwangju, South Korea",10.16,FALSE,10.16,FALSE,FALSE,9.842519685,94.29133858
Spain,Europe,,M,10.06 (+1.0 m/s),Bruno Hortelano,23-Jun-16,Meeting de Atletismo Madrid,"Madrid, Spain",10.06,FALSE,10.06,FALSE,FALSE,9.940357853,95.22862823
Sri Lanka,Asia,,M,10.28 (-0.2 m/s),Himasha Eashan,9-Feb-16,South Asian Games,"Guwaharati, India",10.28,FALSE,10.28,FALSE,FALSE,9.727626459,93.19066148
Sudan,Africa,,M,10.48 (+0.3 m/s),Selik Tajir El Nour,3-Jul-07,,"Kampala, Uganda",10.48,FALSE,10.48,FALSE,FALSE,9.541984733,91.41221374
Suriname,South America,,M,10.13 (+1.6 m/s),Jurgen Themen,28-May-16,NCAA Division II Championships,"Bradenton, United States",10.13,FALSE,10.13,FALSE,FALSE,9.871668312,94.57058243
Swaziland,Africa,,M,10.38 (+1.4 m/s),Sibusiso Matsenjwa,12-Apr-15,Meeting International de Maurice,"Reduit, Mauritius",10.38,FALSE,10.38,FALSE,FALSE,9.633911368,92.29287091
Sweden,Europe,,M,10.18,Peter Karlsson,9-Jun-96,,"Cottbus, Germany",10.18,FALSE,10.18,FALSE,FALSE,9.823182711,94.10609037
Switzerland,Europe,,M,10.12 (+1.8 m/s),Alex Wilson,6-Jul-13,Meeting de la GruyÃ¨re,"Bulle, Switzerland",10.12,FALSE,10.12,FALSE,FALSE,9.881422925,94.66403162
Syria,Asia,,M,10.67,Nabil Nahri,24-Jul-80,Olympic Games,"Moscow, Soviet Union",10.67,FALSE,10.67,FALSE,FALSE,9.372071228,89.78444236
Tajikistan,Asia,,M,10.52 (+0.9 m/s),Aram Enokyan,20-Jun-87,,"Leningrad, Soviet Union",10.52,FALSE,10.52,FALSE,FALSE,9.505703422,91.06463878
Tanzania,Africa,,M,10.57 A,Norman Chihota,13-Oct-68,Olympic Games,"Mexico City, Mexico",10.57,FALSE,10.57,FALSE,FALSE,9.460737938,90.63386944
Thailand,Asia,,M,10.23 (+1.9 m/s),Reanchai Seerhawong,13-Dec-98,Asian Games,"Bangkok, Thailand",10.23,FALSE,10.23,FALSE,FALSE,9.775171065,93.64613881
Togo,Africa,,M,10.30 (+1.5 m/s),Franck AmÃ©gnigan,8-Jun-96,,"Versailles, France",10.3,FALSE,10.3,FALSE,FALSE,9.708737864,93.00970874
Tonga,Oceania,,M,10.56 (+1.7 m/s),Toluta'u Koula,29-Nov-96,Oceania Championships,"Townsville, Australia",10.56,FALSE,10.56,FALSE,FALSE,9.46969697,90.71969697
Trinidad and Tobago,North America,,M,9.82 (+1.7 m/s),Richard Thompson,21-Jun-14,National Championships,"Port of Spain, Trinidad & Tobago",9.82,FALSE,9.82,FALSE,FALSE,10.18329939,97.55600815
Tunisia,Africa,,M,10.38 (+0.6 m/s),Badreddine El Toumi,25-Jul-15,,"NÃ_rnberg, Germany",10.38,FALSE,10.38,FALSE,FALSE,9.633911368,92.29287091
Turkey,Asia,,M,9.92 A (+0.9 m/s),Jak Ali Harvey,12-Jun-16,2nd International Sprint And Relay Challenge,"Erzurum, Turkey",9.92,FALSE,9.92,FALSE,FALSE,10.08064516,96.57258065
Turkmenistan,Asia,,M,10.44,Mahmoud Yusupov,23-May-92,,"Alma Ata, Soviet Union",10.44,FALSE,10.44,FALSE,FALSE,9.578544061,91.76245211
Turks and Caicos Islands,North America,,M,10.28 (-0.7 m/s),Delano Williams,15-Mar-13,Jamaica Boys and Girls High School Championships,"Kingston, Jamaica",10.28,FALSE,10.28,FALSE,FALSE,9.727626459,93.19066148
Tuvalu,Oceania,,M,11.44 (+1.2 m/s),Okilani Tinilau,21-Jun-11,Oceania Regional Championships,"Apia, Samoa",11.44,FALSE,11.44,FALSE,FALSE,8.741258741,83.74125874
Uganda,Africa,,M,10.48,Moses Mila,27-Mar-98,,"Johannesburg, South Africa",10.48,FALSE,10.48,FALSE,FALSE,9.541984733,91.41221374
Ukraine,Europe,,M,10.07 (0.0 m/s),Valeriy Borzov,31-Aug-72,Olympic Games,"Munich, Germany",10.07,FALSE,10.07,FALSE,FALSE,9.930486594,95.13406157
United Arab Emirates,Asia,,M,10.37 (+1.0 m/s),Hussein Gholum Rustum,12-Dec-12,,"Dubai, United Arab Emirates",10.37,FALSE,10.37,FALSE,FALSE,9.643201543,92.38187078
United Kingdom,Europe,,M,9.87 (+0.3 m/s),Linford Christie,15-Aug-93,World Championships,"Stuttgart, Germany",9.87,FALSE,9.87,FALSE,FALSE,10.13171226,97.06180344
United States,North America,,M,9.69 (+2.0 m/s),Tyson Gay,Adidas,40076,Golden Grand Prix,9.69,FALSE,9.69,FALSE,FALSE,10.31991744,98.86480908
United States Virgin Islands,North America,,M,10.2,Greg Barnes,17-Jun-88,,"Tampa, United States",10.2,FALSE,10.2,FALSE,FALSE,9.803921569,93.92156863
Uruguay,South America,,M,10.15 (+0.9 m/s),Heber Viera,25-Jun-99,South American Championships,"BogotÃ¡, Colombia",10.15,FALSE,10.15,FALSE,FALSE,9.852216749,94.38423645
Uzbekistan,Asia,,M,10.31,Pyotr Vorobyov,17-Jul-85,,"Leningrad, Soviet Union",10.31,FALSE,10.31,FALSE,FALSE,9.699321048,92.91949564
Vanuatu,Oceania,,M,10.64 (+0.5 m/s),Moses Kamut,26-Jul-05,South Pacific Mini Games,"Koror, Palau",10.64,FALSE,10.64,FALSE,FALSE,9.398496241,90.03759398
Vanuatu,Oceania,,M,10.64 (-0.6 m/s),Moses Kamut,18-Feb-06,Melbourne Track Classic,"Melbourne, Australia",10.64,FALSE,10.64,FALSE,FALSE,9.398496241,90.03759398
Vanuatu,Oceania,,M,10.64 (+2.0 m/s),Moses Kamut,15-Mar-08,,"Auckland, New Zealand",10.64,FALSE,10.64,FALSE,FALSE,9.398496241,90.03759398
Venezuela,South America,,M,10.30 (0.0 m/s),Elly Ollarves,4-May-01,,"San Felipe, Venezuela",10.3,FALSE,10.3,FALSE,FALSE,9.708737864,93.00970874
Vietnam,Asia,,M,10.41,Nguyen Van Huynh,15-Dec-08,,"Kuala Lumpur, Malaysia",10.41,FALSE,10.41,FALSE,FALSE,9.606147935,92.02689721
Yemen,Asia,,M,10.9,Nagib Salem Ahmed,1-Jul-82,,"Kiev, Soviet Union",10.9,FALSE,10.9,FALSE,FALSE,9.174311927,87.88990826
Zambia,Africa,,M,10.03 (+1.5 m/s),Gerald Phiri,10-May-14,NTC Pure Athletics Sprint Elite Meet,"Clermont, United States",10.03,FALSE,10.03,FALSE,FALSE,9.970089731,95.51345962
Zimbabwe,Africa,,M,9.89 (+1.3 m/s),Ngonidzashe Makusha,10-Jun-11,NCAA Division I Championships,"Des Moines, United States",9.89,FALSE,9.89,FALSE,FALSE,10.11122346,96.86552073
